CustomerID,Tenure,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,OrderCount,OrderAmountHikeFromlastYear,CouponUsed,CashbackAmount
54173,5.0,3.0,4,Mobile Phone,5.0,18.0,4.0,154
54174,8.0,4.0,4,Mobile Phone,2.0,12.0,1.0,152
54175,1.0,3.0,5,Mobile Phone,2.0,15.0,1.0,145
54176,3.0,3.0,2,Fashion,9.0,12.0,7.0,225
54177,6.0,4.0,2,Mobile Phone,2.0,13.0,2.0,158
54178,1.0,4.0,2,Mobile Phone,2.0,14.0,1.0,154
54179,27.0,4.0,5,Grocery,4.0,17.0,,279
54180,12.0,3.0,4,Mobile Phone,2.0,12.0,1.0,164
54181,1.0,4.0,2,Laptop & Accessory,2.0,19.0,1.0,165
54182,1.0,3.0,5,Mobile Phone,2.0,24.0,1.0,159
54183,8.0,3.0,4,Fashion,,12.0,1.0,245
54184,1.0,4.0,4,Mobile Phone,2.0,15.0,2.0,137
54185,1.0,3.0,4,Mobile Phone,2.0,12.0,1.0,155
54186,27.0,3.0,4,Others,5.0,,2.0,316
54187,1.0,4.0,6,Mobile Phone,7.0,23.0,1.0,164
54188,16.0,3.0,4,Laptop & Accessory,5.0,12.0,3.0,193
54189,18.0,3.0,5,Fashion,6.0,15.0,1.0,227
54190,20.0,3.0,4,Others,3.0,,3.0,314
54191,7.0,4.0,4,Mobile Phone,2.0,12.0,1.0,150
54192,18.0,3.0,4,Laptop & Accessory,2.0,14.0,1.0,190
54193,4.0,3.0,5,Mobile Phone,2.0,14.0,1.0,147
54194,3.0,3.0,4,Laptop & Accessory,2.0,15.0,1.0,146
54195,1.0,4.0,4,Mobile Phone,3.0,17.0,1.0,148
54196,17.0,4.0,2,Mobile Phone,2.0,13.0,2.0,151
54197,14.0,3.0,5,Mobile Phone,2.0,15.0,2.0,152
54198,9.0,4.0,4,Mobile Phone,3.0,14.0,3.0,145
54199,10.0,3.0,5,Mobile Phone,2.0,15.0,2.0,159
54200,7.0,3.0,2,Laptop & Accessory,2.0,20.0,1.0,179
54201,9.0,4.0,4,Mobile Phone,2.0,13.0,2.0,145
54202,1.0,3.0,4,Mobile Phone,2.0,14.0,2.0,148
54203,1.0,3.0,6,Mobile Phone,2.0,13.0,1.0,148
54204,1.0,3.0,4,Fashion,2.0,16.0,2.0,212
54205,4.0,3.0,4,Laptop & Accessory,4.0,24.0,2.0,165
54206,5.0,3.0,4,Others,16.0,,2.0,320
54207,8.0,4.0,4,Laptop & Accessory,9.0,21.0,1.0,171
54208,11.0,4.0,4,Mobile Phone,2.0,22.0,1.0,155
54209,20.0,4.0,4,Laptop & Accessory,2.0,22.0,2.0,183
54210,9.0,3.0,2,Mobile Phone,2.0,20.0,2.0,148
54211,12.0,4.0,5,Fashion,2.0,14.0,1.0,179
54212,1.0,3.0,4,Mobile Phone,3.0,14.0,1.0,159
54213,18.0,4.0,4,Laptop & Accessory,2.0,22.0,2.0,180
54214,9.0,4.0,5,Fashion,3.0,14.0,2.0,224
54215,1.0,3.0,5,Laptop & Accessory,2.0,20.0,1.0,167
54216,7.0,4.0,4,Fashion,,13.0,4.0,260
54217,9.0,4.0,4,Fashion,2.0,23.0,1.0,216
54218,9.0,2.0,4,Mobile Phone,3.0,16.0,1.0,165
54219,5.0,3.0,4,Laptop & Accessory,2.0,23.0,1.0,184
54220,11.0,3.0,5,Laptop & Accessory,2.0,19.0,1.0,185
54221,6.0,3.0,4,Laptop & Accessory,8.0,23.0,6.0,187
54222,12.0,3.0,4,Laptop & Accessory,10.0,12.0,7.0,149
54223,24.0,3.0,5,Others,14.0,,5.0,312
54224,31.0,5.0,4,Fashion,8.0,12.0,7.0,201
54225,10.0,3.0,4,Fashion,13.0,14.0,8.0,226
54226,29.0,3.0,4,Grocery,2.0,15.0,,273
54227,10.0,4.0,5,Laptop & Accessory,2.0,14.0,2.0,190
54228,19.0,3.0,4,Fashion,2.0,18.0,1.0,222
54229,9.0,4.0,4,Mobile Phone,2.0,14.0,1.0,147
54230,1.0,4.0,5,Mobile Phone,2.0,18.0,2.0,159
54231,31.0,3.0,5,Laptop & Accessory,2.0,12.0,2.0,180
54232,3.0,4.0,4,Mobile Phone,2.0,24.0,2.0,152
54233,5.0,3.0,4,Mobile Phone,2.0,18.0,2.0,150
54234,6.0,4.0,4,Laptop & Accessory,2.0,18.0,2.0,187
54235,10.0,3.0,2,Mobile Phone,2.0,13.0,1.0,155
54236,5.0,4.0,4,Laptop & Accessory,2.0,24.0,2.0,169
54237,9.0,3.0,5,Laptop & Accessory,3.0,15.0,2.0,168
54238,19.0,3.0,4,Fashion,,15.0,2.0,257
54239,11.0,2.0,4,Fashion,2.0,14.0,,262
54240,20.0,4.0,4,Laptop & Accessory,2.0,23.0,2.0,175
54241,4.0,3.0,5,Laptop & Accessory,4.0,13.0,2.0,176
54242,9.0,2.0,5,Mobile Phone,2.0,19.0,2.0,154
54243,29.0,4.0,4,Fashion,2.0,15.0,1.0,227
54244,12.0,4.0,6,Laptop & Accessory,2.0,13.0,1.0,178
54245,8.0,4.0,4,Laptop & Accessory,2.0,16.0,2.0,168
54246,30.0,3.0,6,Fashion,2.0,12.0,1.0,198
54247,1.0,4.0,4,Mobile Phone,2.0,14.0,2.0,148
54248,25.0,4.0,4,Mobile Phone,2.0,24.0,2.0,146
54249,4.0,5.0,5,Laptop & Accessory,11.0,20.0,4.0,167
54250,10.0,4.0,5,Fashion,5.0,17.0,4.0,221
54251,14.0,4.0,5,Grocery,,23.0,6.0,260
54252,25.0,4.0,4,Laptop & Accessory,2.0,23.0,1.0,179
54253,4.0,4.0,5,Laptop & Accessory,3.0,13.0,3.0,177
54254,20.0,3.0,5,Fashion,,14.0,5.0,232
54255,6.0,3.0,4,Laptop & Accessory,6.0,17.0,6.0,175
54256,28.0,3.0,4,Fashion,,13.0,1.0,260
54257,1.0,3.0,4,Laptop & Accessory,2.0,22.0,1.0,175
54258,2.0,3.0,4,Laptop & Accessory,2.0,16.0,1.0,167
54259,31.0,3.0,4,Grocery,2.0,14.0,,264
54260,18.0,4.0,4,Laptop & Accessory,2.0,13.0,1.0,145
54261,1.0,4.0,4,Mobile Phone,2.0,23.0,1.0,146
54262,6.0,4.0,4,Mobile Phone,2.0,14.0,1.0,155
54263,1.0,4.0,5,Mobile Phone,2.0,19.0,1.0,154
54264,8.0,3.0,4,Laptop & Accessory,3.0,15.0,1.0,173
54265,11.0,4.0,5,Laptop & Accessory,2.0,15.0,2.0,177
54266,31.0,3.0,5,Others,3.0,,1.0,313
54267,24.0,4.0,4,Others,2.0,,1.0,307
54268,1.0,3.0,5,Laptop & Accessory,2.0,12.0,1.0,182
54269,1.0,4.0,5,Mobile Phone,3.0,12.0,1.0,154
54270,1.0,3.0,4,Mobile Phone,2.0,16.0,2.0,154
54271,25.0,2.0,5,Fashion,13.0,21.0,5.0,200
54272,1.0,4.0,6,Laptop & Accessory,2.0,25.0,2.0,186
54273,28.0,2.0,2,Grocery,5.0,,3.0,298
54274,1.0,3.0,4,Mobile Phone,2.0,13.0,1.0,153
54275,8.0,3.0,5,Laptop & Accessory,2.0,16.0,2.0,170
54276,11.0,3.0,4,Fashion,2.0,13.0,1.0,199
54277,8.0,3.0,5,Fashion,,13.0,3.0,241
54278,10.0,4.0,4,Fashion,3.0,15.0,1.0,222
54279,10.0,3.0,4,Mobile Phone,2.0,23.0,1.0,153
54280,17.0,4.0,4,Grocery,5.0,,2.0,295
54281,4.0,4.0,6,Mobile Phone,2.0,26.0,1.0,151
54282,7.0,4.0,4,Laptop & Accessory,2.0,14.0,1.0,186
54283,20.0,4.0,4,Mobile Phone,5.0,19.0,4.0,175
54284,25.0,3.0,4,Others,16.0,,9.0,320
54285,1.0,4.0,6,Laptop & Accessory,8.0,19.0,1.0,187
54286,1.0,3.0,5,Mobile Phone,5.0,20.0,3.0,149
54287,21.0,4.0,4,Fashion,16.0,13.0,8.0,228
54288,1.0,3.0,4,Mobile Phone,2.0,20.0,2.0,142
54289,1.0,4.0,4,Mobile Phone,3.0,15.0,3.0,150
54290,23.0,4.0,4,Laptop & Accessory,6.0,15.0,6.0,191
54291,17.0,4.0,2,Mobile Phone,2.0,13.0,1.0,172
54292,24.0,4.0,4,Fashion,3.0,12.0,2.0,217
54293,1.0,4.0,6,Laptop & Accessory,3.0,12.0,1.0,171
54294,15.0,4.0,4,Fashion,2.0,14.0,1.0,207
54295,1.0,4.0,4,Mobile Phone,6.0,24.0,3.0,154
54296,10.0,3.0,4,Laptop & Accessory,2.0,21.0,1.0,174
54297,15.0,3.0,6,Fashion,2.0,16.0,2.0,232
54298,13.0,3.0,5,Laptop & Accessory,6.0,15.0,6.0,184
54299,1.0,3.0,5,Laptop & Accessory,3.0,19.0,2.0,211
54300,4.0,3.0,4,Laptop & Accessory,5.0,20.0,5.0,188
54301,1.0,3.0,4,Mobile Phone,2.0,23.0,2.0,167
54302,19.0,3.0,4,Mobile Phone,2.0,14.0,2.0,160
54303,12.0,3.0,4,Laptop & Accessory,3.0,21.0,3.0,168
54304,4.0,4.0,4,Mobile Phone,2.0,15.0,2.0,151
54305,6.0,3.0,6,Laptop & Accessory,2.0,18.0,1.0,172
54306,4.0,3.0,4,Mobile Phone,3.0,15.0,1.0,157
54307,4.0,3.0,5,Mobile Phone,2.0,14.0,1.0,152
54308,15.0,4.0,5,Grocery,8.0,,3.0,297
54309,15.0,4.0,4,Mobile Phone,2.0,22.0,1.0,147
54310,1.0,4.0,4,Mobile Phone,2.0,15.0,2.0,140
54311,14.0,3.0,4,Laptop & Accessory,3.0,12.0,1.0,181
54312,9.0,4.0,4,Fashion,2.0,14.0,1.0,198
54313,27.0,3.0,4,Laptop & Accessory,5.0,21.0,1.0,148
54314,19.0,3.0,4,Laptop & Accessory,2.0,19.0,2.0,148
54315,6.0,3.0,4,Fashion,4.0,15.0,3.0,215
54316,3.0,3.0,4,Laptop & Accessory,2.0,14.0,1.0,168
54317,25.0,3.0,5,Laptop & Accessory,2.0,18.0,2.0,186
54318,31.0,4.0,5,Mobile Phone,2.0,21.0,2.0,158
54319,14.0,4.0,5,Fashion,,12.0,2.0,234
54320,8.0,4.0,4,Mobile Phone,2.0,19.0,1.0,147
54321,1.0,4.0,4,Mobile Phone,3.0,25.0,3.0,148
54322,1.0,3.0,4,Mobile Phone,3.0,19.0,3.0,145
54323,2.0,3.0,4,Mobile Phone,2.0,12.0,1.0,152
54324,31.0,3.0,2,Fashion,2.0,17.0,2.0,219
54325,1.0,4.0,5,Mobile Phone,2.0,16.0,1.0,151
54326,24.0,3.0,4,Others,5.0,16.0,1.0,324
54327,15.0,3.0,4,Mobile Phone,2.0,13.0,2.0,150
54328,4.0,3.0,4,Fashion,8.0,13.0,2.0,219
54329,12.0,3.0,5,Laptop & Accessory,2.0,23.0,1.0,212
54330,6.0,3.0,4,Mobile Phone,2.0,21.0,1.0,155
54331,1.0,3.0,4,Mobile Phone,2.0,17.0,1.0,156
54332,1.0,4.0,6,Mobile Phone,2.0,22.0,2.0,148
54333,10.0,2.0,4,Mobile Phone,8.0,13.0,3.0,146
54334,4.0,4.0,4,Laptop & Accessory,7.0,12.0,6.0,156
54335,19.0,2.0,4,Laptop & Accessory,2.0,12.0,1.0,175
54336,30.0,4.0,4,Mobile Phone,3.0,19.0,3.0,168
54337,7.0,3.0,4,Mobile Phone,2.0,15.0,2.0,150
54338,1.0,3.0,5,Mobile Phone,2.0,23.0,2.0,136
54339,20.0,4.0,4,Fashion,16.0,26.0,9.0,230
54340,12.0,4.0,4,Mobile Phone,3.0,13.0,2.0,148
54341,5.0,4.0,4,Mobile Phone,2.0,24.0,2.0,164
54342,8.0,4.0,4,Mobile Phone,2.0,16.0,1.0,148
54343,5.0,4.0,4,Mobile Phone,2.0,23.0,1.0,156
54344,24.0,3.0,5,Mobile Phone,2.0,16.0,2.0,162
54345,27.0,3.0,2,Laptop & Accessory,2.0,12.0,2.0,170
54346,7.0,4.0,4,Mobile Phone,2.0,14.0,2.0,153
54347,14.0,3.0,4,Others,10.0,,2.0,315
54348,29.0,4.0,2,Others,3.0,,3.0,312
54349,8.0,3.0,5,Laptop & Accessory,2.0,18.0,1.0,220
54350,25.0,4.0,4,Grocery,2.0,19.0,,262
54351,26.0,4.0,5,Others,12.0,15.0,8.0,325
54352,1.0,5.0,4,Mobile Phone,2.0,17.0,1.0,148
54353,1.0,3.0,5,Laptop & Accessory,2.0,14.0,2.0,184
54354,17.0,3.0,2,Mobile Phone,3.0,15.0,2.0,146
54355,19.0,4.0,5,Grocery,12.0,,2.0,293
54356,11.0,4.0,2,Mobile Phone,2.0,13.0,2.0,161
54357,9.0,3.0,4,Laptop & Accessory,2.0,12.0,1.0,169
54358,16.0,3.0,4,Laptop & Accessory,2.0,17.0,1.0,178
54359,12.0,3.0,4,Laptop & Accessory,2.0,15.0,2.0,191
54360,12.0,3.0,4,Laptop & Accessory,2.0,19.0,1.0,188
54361,1.0,3.0,5,Laptop & Accessory,3.0,20.0,3.0,168
54362,23.0,4.0,4,Laptop & Accessory,2.0,16.0,1.0,193
54363,8.0,3.0,4,Mobile Phone,3.0,18.0,3.0,163
54364,14.0,2.0,4,Laptop & Accessory,4.0,16.0,4.0,152
54365,2.0,4.0,4,Laptop & Accessory,2.0,20.0,2.0,192
54366,1.0,3.0,4,Fashion,2.0,23.0,1.0,201
54367,1.0,3.0,2,Mobile Phone,3.0,17.0,3.0,148
54368,10.0,4.0,4,Mobile Phone,2.0,14.0,1.0,147
54369,14.0,4.0,5,Laptop & Accessory,2.0,15.0,1.0,174
54370,20.0,4.0,4,Fashion,2.0,17.0,1.0,219
54371,1.0,3.0,6,Fashion,10.0,12.0,7.0,229
54372,4.0,3.0,5,Fashion,6.0,23.0,5.0,210
54373,1.0,3.0,4,Laptop & Accessory,2.0,15.0,2.0,225
54374,25.0,3.0,5,Fashion,,17.0,3.0,250
54375,1.0,3.0,4,Mobile Phone,2.0,12.0,1.0,152
54376,15.0,4.0,4,Fashion,2.0,19.0,,261
54377,1.0,3.0,5,Laptop & Accessory,2.0,16.0,2.0,192
54378,1.0,3.0,4,Mobile Phone,2.0,15.0,1.0,146
54379,19.0,3.0,5,Fashion,13.0,13.0,6.0,214
54380,28.0,3.0,4,Laptop & Accessory,2.0,15.0,2.0,184
54381,10.0,4.0,4,Laptop & Accessory,4.0,17.0,3.0,184
54382,7.0,3.0,5,Mobile Phone,2.0,22.0,1.0,151
54383,11.0,3.0,4,Fashion,,15.0,2.0,247
54384,12.0,4.0,4,Fashion,6.0,13.0,2.0,231
54385,5.0,3.0,6,Laptop & Accessory,2.0,13.0,1.0,168
54386,31.0,4.0,5,Mobile Phone,2.0,18.0,1.0,147
54387,11.0,3.0,4,Mobile Phone,6.0,18.0,4.0,153
54388,3.0,3.0,4,Fashion,5.0,15.0,5.0,204
54389,9.0,4.0,4,Fashion,2.0,15.0,2.0,213
54390,1.0,3.0,5,Mobile Phone,2.0,14.0,1.0,149
54391,26.0,3.0,5,Mobile Phone,3.0,16.0,3.0,157
54392,16.0,3.0,4,Others,12.0,,1.0,317
54393,31.0,3.0,4,Mobile Phone,3.0,18.0,1.0,148
54394,24.0,4.0,4,Others,2.0,,2.0,320
54395,1.0,3.0,4,Mobile Phone,2.0,14.0,2.0,149
54396,17.0,4.0,4,Grocery,2.0,23.0,,286
54397,1.0,3.0,4,Mobile Phone,2.0,21.0,2.0,152
54398,26.0,4.0,5,Others,16.0,,2.0,316
54399,6.0,3.0,4,Mobile Phone,2.0,12.0,2.0,164
54400,1.0,4.0,5,Mobile Phone,2.0,15.0,1.0,162
54401,13.0,4.0,4,Mobile Phone,2.0,15.0,2.0,147
54402,6.0,4.0,4,Laptop & Accessory,3.0,19.0,3.0,170
54403,15.0,3.0,4,Laptop & Accessory,2.0,17.0,1.0,156
54404,14.0,4.0,4,Laptop & Accessory,5.0,18.0,3.0,158
54405,19.0,4.0,2,Others,2.0,,2.0,317
54406,5.0,4.0,4,Fashion,3.0,13.0,,262
54407,7.0,4.0,5,Mobile Phone,2.0,14.0,1.0,154
54408,8.0,3.0,5,Laptop & Accessory,6.0,14.0,1.0,185
54409,11.0,3.0,5,Mobile Phone,2.0,15.0,1.0,164
54410,19.0,4.0,2,Laptop & Accessory,2.0,18.0,2.0,189
54411,1.0,4.0,4,Fashion,2.0,12.0,1.0,225
54412,13.0,4.0,4,Fashion,,26.0,7.0,234
54413,3.0,3.0,4,Mobile Phone,2.0,20.0,2.0,148
54414,16.0,3.0,2,Laptop & Accessory,2.0,14.0,2.0,190
54415,3.0,3.0,4,Laptop & Accessory,2.0,15.0,2.0,194
54416,1.0,4.0,4,Laptop & Accessory,2.0,13.0,2.0,174
54417,16.0,3.0,5,Mobile Phone,8.0,12.0,8.0,151
54418,14.0,3.0,4,Others,4.0,,4.0,319
54419,25.0,4.0,4,Mobile Phone,2.0,12.0,2.0,152
54420,1.0,4.0,5,Mobile Phone,2.0,12.0,1.0,160
54421,6.0,4.0,2,Mobile Phone,2.0,21.0,1.0,153
54422,12.0,3.0,5,Laptop & Accessory,8.0,19.0,2.0,177
54423,6.0,3.0,5,Laptop & Accessory,2.0,14.0,1.0,147
54424,20.0,4.0,6,Grocery,8.0,,7.0,294
54425,1.0,4.0,4,Mobile Phone,2.0,12.0,1.0,160
54426,3.0,4.0,5,Laptop & Accessory,2.0,20.0,2.0,191
54427,5.0,4.0,5,Laptop & Accessory,8.0,22.0,1.0,181
54428,1.0,3.0,2,Laptop & Accessory,2.0,13.0,2.0,165
54429,19.0,4.0,4,Grocery,,15.0,3.0,260
54430,10.0,3.0,4,Mobile Phone,11.0,12.0,2.0,157
54431,29.0,3.0,4,Others,5.0,,4.0,315
54432,11.0,3.0,4,Fashion,,13.0,5.0,243
54433,2.0,4.0,4,Mobile Phone,2.0,24.0,2.0,146
54434,11.0,4.0,4,Laptop & Accessory,2.0,15.0,2.0,190
54435,1.0,4.0,5,Mobile Phone,2.0,18.0,2.0,157
54436,11.0,4.0,4,Fashion,2.0,19.0,,261
54437,9.0,4.0,2,Fashion,,19.0,6.0,245
54438,12.0,3.0,2,Laptop & Accessory,8.0,25.0,5.0,181
54439,1.0,3.0,4,Laptop & Accessory,2.0,21.0,2.0,189
54440,24.0,4.0,4,Others,2.0,,1.0,316
54441,27.0,3.0,4,Grocery,2.0,,2.0,301
54442,16.0,2.0,4,Laptop & Accessory,12.0,26.0,7.0,174
54443,3.0,3.0,4,Laptop & Accessory,2.0,19.0,1.0,171
54444,29.0,3.0,4,Laptop & Accessory,2.0,20.0,1.0,179
54445,1.0,3.0,4,Laptop & Accessory,4.0,14.0,2.0,172
54446,11.0,3.0,4,Mobile Phone,6.0,13.0,2.0,146
54447,8.0,3.0,4,Mobile Phone,2.0,23.0,1.0,157
54448,12.0,3.0,4,Laptop & Accessory,2.0,15.0,1.0,182
54449,1.0,3.0,4,Mobile Phone,2.0,14.0,2.0,149
54450,2.0,4.0,4,Mobile Phone,2.0,22.0,2.0,158
54451,23.0,3.0,4,Others,2.0,,1.0,312
54452,10.0,2.0,4,Laptop & Accessory,8.0,13.0,3.0,170
54453,5.0,3.0,4,Mobile Phone,3.0,12.0,1.0,153
54454,1.0,3.0,5,Laptop & Accessory,8.0,13.0,5.0,183
54455,11.0,3.0,4,Mobile Phone,2.0,13.0,1.0,148
54456,16.0,4.0,4,Grocery,,15.0,4.0,260
54457,1.0,3.0,4,Mobile Phone,2.0,14.0,2.0,139
54458,9.0,4.0,4,Fashion,7.0,16.0,4.0,205
54459,10.0,3.0,2,Mobile Phone,2.0,19.0,2.0,162
54460,25.0,3.0,6,Laptop & Accessory,2.0,19.0,1.0,180
54461,15.0,3.0,4,Grocery,2.0,20.0,,285
54462,1.0,4.0,5,Mobile Phone,2.0,13.0,1.0,137
54463,2.0,4.0,2,Laptop & Accessory,2.0,20.0,1.0,182
54464,5.0,4.0,2,Laptop & Accessory,8.0,12.0,4.0,194
54465,13.0,3.0,2,Fashion,4.0,18.0,2.0,221
54466,10.0,3.0,4,Laptop & Accessory,2.0,16.0,2.0,182
54467,6.0,4.0,5,Laptop & Accessory,5.0,15.0,4.0,180
54468,12.0,3.0,5,Fashion,,18.0,1.0,246
54469,31.0,3.0,6,Laptop & Accessory,2.0,14.0,2.0,182
54470,5.0,3.0,4,Mobile Phone,2.0,13.0,2.0,173
54471,5.0,4.0,5,Laptop & Accessory,2.0,13.0,1.0,189
54472,19.0,4.0,4,Fashion,10.0,19.0,3.0,177
54473,5.0,3.0,4,Mobile Phone,3.0,19.0,3.0,152
54474,7.0,4.0,4,Fashion,,12.0,8.0,244
54475,1.0,4.0,4,Grocery,12.0,,2.0,296
54476,17.0,3.0,4,Mobile Phone,2.0,20.0,1.0,150
54477,23.0,3.0,5,Grocery,2.0,13.0,,265
54478,16.0,3.0,5,Laptop & Accessory,8.0,16.0,8.0,174
54479,1.0,3.0,4,Mobile Phone,2.0,13.0,1.0,150
54480,6.0,4.0,5,Laptop & Accessory,12.0,12.0,12.0,177
54481,1.0,4.0,4,Laptop & Accessory,2.0,12.0,1.0,170
54482,5.0,4.0,4,Laptop & Accessory,2.0,13.0,1.0,200
54483,6.0,4.0,2,Laptop & Accessory,2.0,17.0,1.0,176
54484,1.0,3.0,6,Mobile Phone,3.0,14.0,2.0,160
54485,4.0,4.0,4,Laptop & Accessory,2.0,14.0,2.0,183
54486,5.0,3.0,5,Fashion,9.0,25.0,8.0,214
54487,13.0,3.0,5,Others,14.0,,7.0,318
54488,3.0,3.0,4,Laptop & Accessory,2.0,19.0,2.0,177
54489,7.0,3.0,5,Laptop & Accessory,2.0,15.0,2.0,172
54490,21.0,3.0,4,Others,2.0,,2.0,308
54491,17.0,3.0,5,Laptop & Accessory,2.0,12.0,2.0,178
54492,1.0,4.0,4,Laptop & Accessory,2.0,14.0,1.0,188
54493,28.0,3.0,4,Laptop & Accessory,2.0,13.0,1.0,174
54494,17.0,3.0,4,Fashion,2.0,17.0,2.0,225
54495,19.0,4.0,4,Laptop & Accessory,10.0,15.0,9.0,162
54496,14.0,3.0,6,Laptop & Accessory,2.0,23.0,2.0,200
54497,1.0,4.0,6,Mobile Phone,2.0,12.0,1.0,146
54498,3.0,2.0,5,Mobile Phone,3.0,18.0,2.0,165
54499,4.0,2.0,5,Laptop & Accessory,2.0,14.0,2.0,186
54500,1.0,3.0,4,Laptop & Accessory,2.0,19.0,1.0,187
54501,11.0,4.0,4,Laptop & Accessory,2.0,17.0,2.0,188
54502,12.0,4.0,5,Fashion,,15.0,3.0,240
54503,5.0,3.0,4,Fashion,5.0,15.0,5.0,196
54504,3.0,3.0,5,Laptop & Accessory,2.0,15.0,2.0,208
54505,9.0,4.0,4,Fashion,2.0,14.0,2.0,206
54506,1.0,3.0,4,Mobile Phone,2.0,13.0,1.0,154
54507,15.0,4.0,5,Laptop & Accessory,2.0,16.0,2.0,185
54508,21.0,4.0,4,Laptop & Accessory,2.0,20.0,1.0,155
54509,16.0,3.0,4,Grocery,2.0,15.0,,285
54510,3.0,4.0,4,Laptop & Accessory,2.0,15.0,2.0,171
54511,16.0,3.0,4,Mobile Phone,2.0,12.0,2.0,152
54512,6.0,4.0,4,Mobile Phone,2.0,14.0,1.0,149
54513,22.0,4.0,4,Fashion,,22.0,1.0,250
54514,11.0,3.0,2,Laptop & Accessory,7.0,14.0,7.0,185
54515,4.0,3.0,4,Laptop & Accessory,3.0,13.0,3.0,172
54516,1.0,3.0,4,Laptop & Accessory,8.0,18.0,1.0,178
54517,16.0,4.0,5,Laptop & Accessory,2.0,24.0,2.0,193
54518,1.0,4.0,5,Mobile Phone,2.0,12.0,2.0,147
54519,10.0,3.0,4,Laptop & Accessory,2.0,16.0,2.0,192
54520,10.0,3.0,5,Fashion,2.0,12.0,1.0,222
54521,31.0,3.0,4,Laptop & Accessory,2.0,12.0,1.0,193
54522,14.0,3.0,2,Mobile Phone,2.0,14.0,1.0,147
54523,1.0,3.0,4,Mobile Phone,3.0,25.0,3.0,151
54524,1.0,3.0,4,Mobile Phone,2.0,14.0,1.0,154
54525,11.0,4.0,4,Mobile Phone,2.0,21.0,2.0,160
54526,20.0,2.0,4,Laptop & Accessory,2.0,15.0,2.0,178
54527,5.0,3.0,4,Laptop & Accessory,8.0,19.0,5.0,219
54528,24.0,4.0,5,Fashion,2.0,16.0,2.0,230
54529,4.0,4.0,5,Laptop & Accessory,2.0,13.0,2.0,189
54530,5.0,3.0,5,Mobile Phone,3.0,17.0,3.0,152
54531,1.0,3.0,2,Mobile Phone,2.0,16.0,1.0,152
54532,3.0,3.0,4,Mobile Phone,2.0,17.0,1.0,147
54533,9.0,4.0,5,Laptop & Accessory,2.0,20.0,1.0,190
54534,1.0,3.0,4,Mobile Phone,2.0,12.0,1.0,163
54535,2.0,4.0,4,Laptop & Accessory,2.0,17.0,2.0,178
54536,23.0,3.0,5,Fashion,,25.0,2.0,235
54537,25.0,3.0,4,Laptop & Accessory,2.0,12.0,2.0,174
54538,10.0,4.0,4,Mobile Phone,3.0,14.0,3.0,150
54539,1.0,4.0,2,Laptop & Accessory,2.0,14.0,1.0,178
54540,29.0,4.0,4,Grocery,2.0,14.0,,292
54541,1.0,4.0,4,Laptop & Accessory,2.0,13.0,1.0,168
54542,4.0,4.0,4,Mobile Phone,2.0,19.0,2.0,150
54543,1.0,4.0,4,Mobile Phone,2.0,23.0,1.0,156
54544,1.0,3.0,4,Mobile Phone,2.0,14.0,2.0,147
54545,10.0,4.0,5,Fashion,10.0,14.0,9.0,201
54546,1.0,3.0,4,Mobile Phone,2.0,24.0,2.0,148
54547,11.0,4.0,4,Mobile Phone,13.0,13.0,11.0,155
54548,14.0,3.0,4,Laptop & Accessory,2.0,13.0,1.0,182
54549,16.0,4.0,4,Mobile Phone,2.0,17.0,1.0,151
54550,11.0,3.0,4,Laptop & Accessory,2.0,13.0,1.0,167
54551,17.0,3.0,5,Grocery,4.0,12.0,,268
54552,14.0,4.0,5,Laptop & Accessory,2.0,23.0,2.0,159
54553,28.0,3.0,4,Others,2.0,,2.0,319
54554,8.0,4.0,4,Laptop & Accessory,2.0,16.0,1.0,190
54555,5.0,3.0,4,Laptop & Accessory,4.0,13.0,4.0,168
54556,17.0,4.0,4,Mobile Phone,2.0,21.0,2.0,148
54557,17.0,4.0,4,Laptop & Accessory,2.0,15.0,2.0,170
54558,1.0,4.0,5,Laptop & Accessory,2.0,12.0,1.0,170
54559,11.0,4.0,4,Laptop & Accessory,11.0,16.0,5.0,169
54560,5.0,4.0,5,Mobile Phone,4.0,13.0,4.0,147
54561,13.0,3.0,4,Others,2.0,,1.0,317
54562,30.0,3.0,2,Grocery,,12.0,7.0,257
54563,4.0,3.0,4,Laptop & Accessory,5.0,12.0,4.0,191
54564,15.0,3.0,2,Fashion,2.0,17.0,2.0,209
54565,2.0,4.0,4,Laptop & Accessory,2.0,13.0,1.0,171
54566,1.0,4.0,4,Mobile Phone,2.0,14.0,2.0,165
54567,26.0,3.0,5,Fashion,2.0,15.0,2.0,205
54568,19.0,4.0,4,Mobile Phone,2.0,22.0,1.0,152
54569,26.0,2.0,4,Grocery,2.0,14.0,,291
54570,16.0,4.0,4,Laptop & Accessory,2.0,12.0,2.0,171
54571,4.0,3.0,6,Laptop & Accessory,2.0,21.0,2.0,186
54572,31.0,3.0,4,Others,12.0,,2.0,321
54573,20.0,3.0,4,Laptop & Accessory,2.0,15.0,2.0,173
54574,16.0,3.0,5,Laptop & Accessory,2.0,12.0,1.0,170
54575,1.0,4.0,4,Mobile Phone,2.0,17.0,1.0,157
54576,1.0,3.0,6,Mobile Phone,2.0,17.0,1.0,149
54577,12.0,3.0,4,Mobile Phone,2.0,24.0,2.0,142
